Geo_Shape,Distance,Departure_PTCAR_ID,Arrival_PTCAR_ID,Departure_Name_FR,Departure_Geo_Point,Departure_Classement_FR,Arrival_Name_FR,Arrival_Geo_Point,Arrival_Classement_FR,disabled
"[[50.62692515023561, 5.938686465514142], [50.62700868484365, 5.938718370208531], [50.627438026450974, 5.938900493172859], [50.62773155449867, 5.939045169083994], [50.627886266230476, 5.939128755512923], [50.62815006159576, 5.939284625157607], [50.62837245956925, 5.939429769348552], [50.62857124786756, 5.9395696379151], [50.628926754874705, 5.93984626406548], [50.629385827967646, 5.940257937561591], [50.62981633131605, 5.940706296495755], [50.63044860508922, 5.941490212806544], [50.631342940361705, 5.942734517698722], [50.63185443975007, 5.943338440263922], [50.63254223315319, 5.94395836852714], [50.63339971188985, 5.944511026488356], [50.63419753341541, 5.944843482444434], [50.634967865277844, 5.944967614460568], [50.63581250147401, 5.94496966687078], [50.636968955119904, 5.944777182584606], [50.63764610023143, 5.944720402351501], [50.63813480751632, 5.944775421798662], [50.638509294931175, 5.944872953321605], [50.639096096038976, 5.945117167245925], [50.639801476761825, 5.9455495264372], [50.640370308703034, 5.946028735299041], [50.6408751892199, 5.946582318363098], [50.64133469173071, 5.94721980576913], [50.64184332709989, 5.948133425241298], [50.642287513606995, 5.949207457770551], [50.643164549659346, 5.951662212590969], [50.64357550301279, 5.952641718800498], [50.64404509100862, 5.953630070436324], [50.64493114244694, 5.95525970222333], [50.64551534523639, 5.956235701839766], [50.646050928416564, 5.956964650825336], [50.64661355306234, 5.957569579118662], [50.64714186339212, 5.958016525093389], [50.647721479339765, 5.958393576867145], [50.6485939774902, 5.958772941679867], [50.64923057775526, 5.958917370626305], [50.64974065921757, 5.958956272583571], [50.650493616692124, 5.95890923648839], [50.6518310423776, 5.958744277451973], [50.65246058310788, 5.958766626139188], [50.65310234862424, 5.958894904237749], [50.65381297689649, 5.959166245487392], [50.65449952173245, 5.959568399887158], [50.655162847458605, 5.960107130441683], [50.65581434933319, 5.960810480539004], [50.656306165736325, 5.961486250426129], [50.656721831539684, 5.962177356287429], [50.65719903486364, 5.963069936059871], [50.65756624818942, 5.96383829323043], [50.65794797025835, 5.964788149107083], [50.65827292816439, 5.965742535250604], [50.65856440342862, 5.966718434173805], [50.65879901266612, 5.967676715691801], [50.658980787837635, 5.968700479944467], [50.65937064749165, 5.974267220223244]]",4.86194828782386,1226,331,Welkenraedt,"50.65937064610759, 5.974267220421458",Gare,Dolhain-Gileppe,"50.62692514885065, 5.938686465712419",Point darrêt,0
"[[51.0355197170142, 3.710101315832927], [51.03521829879731, 3.709265352358645], [51.035613506439525, 3.707443368950552], [51.03681521187591, 3.702448239488489], [51.037803886393775, 3.698030067064866], [51.038234710317155, 3.696477191618557], [51.038523645646066, 3.695299034386797], [51.039148481130205, 3.692524800675399], [51.03976880063311, 3.68922955424329], [51.04040890575317, 3.685258780038213], [51.04750314640274, 3.653586159319733]]",4.20719003568979,455,335,Gand-Saint-Pierre,"51.03551971562273, 3.710101316035026",Gare,Tronchiennes,"51.047503145011156, 3.653586159521928",Point darrêt,0
"[[51.04750314640274, 3.653586159319733], [51.06421597718289, 3.577045762195891]]",5.679393221149811,682,335,Landegem,"51.06421597579114, 3.577045762398203",Gare,Tronchiennes,"51.047503145011156, 3.653586159521928",Point darrêt,0
"[[51.091684329214274, 4.492767295335324], [51.09181328744551, 4.492824236670574], [51.09346256984648, 4.492351828643893], [51.11481748705988, 4.48687930541098], [51.11596440178847, 4.486482348891448], [51.117206381438876, 4.485939798472139], [51.12169568793967, 4.483481705869486], [51.13368368793974, 4.476896806875041]]",4.82110815201205,644,336,Kontich-Lint,"51.133683686555365, 4.476896807075892",Gare,Duffel,"51.09168432782911, 4.492767295536145",Point darrêt,0
"[[51.091684329214274, 4.492767295335324], [51.09181328744551, 4.492824236670574], [51.09346256984648, 4.492351828643893], [51.11481748705988, 4.48687930541098], [51.11596440178847, 4.486482348891448], [51.117206381438876, 4.485939798472139], [51.12169568793967, 4.483481705869486], [51.122203166621546, 4.483263416254639], [51.122903950769825, 4.48287362543345], [51.12343886038967, 4.482652332315635], [51.124035275357265, 4.482500031747477], [51.12452336498185, 4.482451733886147], [51.12507185941406, 4.48249542857785], [51.12555083367259, 4.482623801448874], [51.12580731429452, 4.482729204670419], [51.12631727685553, 4.483019070936931], [51.126761653878866, 4.483367276615908], [51.12730549543211, 4.483938932389133], [51.127682423358905, 4.484455260640937], [51.1280547743216, 4.485097935311014], [51.12837294940682, 4.485801051973563], [51.128624406347946, 4.486521793947233], [51.12882586493892, 4.487303556336501], [51.12897557614326, 4.488185617054178], [51.13604368651541, 4.561775772658208]]",9.63936633251052,732,336,Lierre,"51.136043685131625, 4.561775772858924",Gare,Duffel,"51.09168432782911, 4.492767295536145",Point darrêt,0
"[[51.070927701122685, 4.495807348133639], [51.07510756698384, 4.495786970663607], [51.08035144849747, 4.49612187313909], [51.08148858064026, 4.496125842981469], [51.08242875240639, 4.496018531320078], [51.08298910794763, 4.495903469625921], [51.08379435376929, 4.495673975658381], [51.084736648414804, 4.495306269601511], [51.08735404580712, 4.49402815980636], [51.091684329214274, 4.492767295335323]]",2.33836179671462,1083,336,Sint-Katelijne-Waver,"51.0709276997371, 4.495807348334469",Point darrêt,Duffel,"51.09168432782911, 4.492767295536145",Point darrêt,0
"[[51.338271911609404, 3.26293506332294], [51.339924821451284, 3.285227675190857]]",1.56437715846083,642,337,Knokke,"51.33992482006363, 3.285227675393621",Gare,Duinbergen,"51.33827191022156, 3.262935063525739",Point darrêt,0
"[[51.334177499078464, 3.240489638663327], [51.33571219650883, 3.248027241170495], [51.33742359746322, 3.256534414030156], [51.33791817794241, 3.259674265279908], [51.338271911609404, 3.26293506332294]]",1.63144968763091,540,337,Heist,"51.334177497690405, 3.24048963886616",Point darrêt,Duinbergen,"51.33827191022156, 3.262935063525739",Point darrêt,0
"[[50.56236360511417, 4.156673065283345], [50.54620487800974, 4.177102420598815]]",2.30790909491612,790,342,Marche-lez-Ecaussinnes,"50.54620487661112, 4.177102420800165",Point darrêt,Ecaussinnes,"50.562363603715745, 4.156673065484736",Gare,0
"[[50.60484523104407, 4.138162426655215], [50.60467155829229, 4.13808936376233], [50.60399961539442, 4.137266792769005], [50.60326020722286, 4.136259600272642], [50.59688846784322, 4.128597248952395], [50.59658831105273, 4.12827998523393], [50.59579711360619, 4.127547855196002], [50.59511264672481, 4.127022471931367], [50.594296189838616, 4.126512608246998], [50.593280859211774, 4.12604113675669], [50.59237757875822, 4.125759841823142], [50.59153520068737, 4.12560598537191], [50.5902864506394, 4.125572848229334], [50.589103184333354, 4.125751701530499], [50.58793230526248, 4.126138212293801], [50.58708607559285, 4.126556132477412], [50.58654440784095, 4.126890712846625], [50.586280599063876, 4.127073156324524], [50.585972445088586, 4.127303983217947], [50.58570839699377, 4.127517778673892], [50.585444736319076, 4.127745267074771], [50.584928359482035, 4.128235052704635], [50.58467937621575, 4.128494731101602], [50.58377712042991, 4.129565749275932], [50.58322684264702, 4.13025842734687], [50.56236360511417, 4.156673065283345]]",5.7457269919803,205,342,Braine-le-Comte,"50.604845229646386, 4.138162426856626",Gare,Ecaussinnes,"50.562363603715745, 4.156673065484736",Gare,0
"[[50.56236360511417, 4.156673065283345], [50.563104564690825, 4.15573951923385], [50.567708846714524, 4.149885989107356], [50.58322684264702, 4.130258427346868], [50.583420815413085, 4.129948845208716], [50.58359306101714, 4.129708992653502], [50.58376930905933, 4.129449426774817], [50.584044990709494, 4.129065449482768], [50.58528402312999, 4.127476445799021], [50.58564004924092, 4.126938958811377], [50.5859197793722, 4.126458947196569], [50.5861778320496, 4.125957971953671], [50.58641909624271, 4.12542728560125], [50.58665000927432, 4.124845827675472], [50.58700017742377, 4.123793393821169], [50.58719626790897, 4.123072397929179], [50.58736825462878, 4.122305979452552], [50.58747746971836, 4.121715756714631], [50.58751534925229, 4.121483128362031], [50.587579269444305, 4.121037259241813], [50.58766133360618, 4.1202940207139], [50.58772048139205, 4.119503196047804], [50.5877467619335, 4.118674683265651], [50.587716806407364, 4.117700943938885], [50.58764560903049, 4.116930912746256], [50.58753314296638, 4.116158288579847], [50.58734204743397, 4.115301566586628], [50.587060059617905, 4.114446751293927], [50.58641321407319, 4.112959867001289], [50.5860734937246, 4.112146628686568], [50.585698520123856, 4.111187652754166], [50.584990149493805, 4.109157681979254], [50.58451822685689, 4.107569290891809], [50.57312318221692, 4.069352245033394]]",7.84950380215507,1092,342,Soignies,"50.57312318081812, 4.06935224523492",Gare,Ecaussinnes,"50.562363603715745, 4.156673065484736",Gare,0
"[[50.91099162785289, 3.987780754836433], [50.91023985796254, 3.972790085981467], [50.90914565599425, 3.945937398388081], [50.90899263045627, 3.944407807371717], [50.90875560987599, 3.943023587396961], [50.90853091105027, 3.942029489781752], [50.90720353184993, 3.936590901082483], [50.90702152693126, 3.935695429365132], [50.906920722532, 3.935015823192865], [50.906825698792034, 3.933870321479483], [50.906823339042745, 3.932686643395022], [50.906911531172426, 3.931513568595253], [50.90734505385144, 3.927734180398911], [50.90740991475966, 3.926776633046625], [50.90741877078616, 3.925522810794214], [50.90734208482372, 3.924294535790242], [50.90690477967195, 3.920956497963409]]",4.76032997522386,235,345,Burst,"50.90690477827913, 3.920956498165174",Gare,Ede,"50.91099162646058, 3.987780755038092",Point darrêt,0
"[[50.907066641303196, 4.021716617534101], [50.907066641303196, 4.021716617534095], [50.90743867784374, 4.018993787832301], [50.90774671980801, 4.01743079221569], [50.91106244919746, 4.002834995314281], [50.911227243629625, 4.001931231580957], [50.91138495084842, 4.000732399956127], [50.911459381117474, 3.999841701974632], [50.91149955274447, 3.998950346252606], [50.91099162785289, 3.987780754836433]]",2.46808674210651,494,345,Haaltert,"50.907066639911044, 4.021716617735705",Point darrêt,Ede,"50.91099162646058, 3.987780755038092",Point darrêt,0
"[[51.15444063936785, 3.615186997305615], [51.1548867822024, 3.614123926634875], [51.15523060056768, 3.613347934563541], [51.15559714028513, 3.612632670216624], [51.15604789707981, 3.611895375717491], [51.18061569885919, 3.575419009227252]]",4.0324086861153905,1206,346,Waarschoot,"51.15444063797831, 3.61518699750787",Point darrêt,Eeklo,"51.180615697469946, 3.575419009429565",Gare,0
"[[50.823907950633625, 3.993605086038253], [50.82173297781007, 3.990082347704745], [50.820755053963424, 3.988391674485412], [50.81314095122116, 3.972353719630759]]",1.92040581342835,67,347,Appelterre,"50.8131409498267, 3.972353719832445",Point darrêt,Eichem,"50.823907949239555, 3.993605086239898",Point darrêt,0
"[[50.83945938950778, 4.026263271536681], [50.83893743232159, 4.023238332170206], [50.83825454788312, 4.019293353725719], [50.83814544498415, 4.018730048883353], [50.83797099282543, 4.017961885002906], [50.83780153035187, 4.017324281014556], [50.837519966092444, 4.016420843525774], [50.83730785481155, 4.015836405634785], [50.837189592545684, 4.015536167413083], [50.83699367018866, 4.015075254288846], [50.83688641449741, 4.014839198825502], [50.836541329420186, 4.01414175693511], [50.83600831171533, 4.013212435430348], [50.823907950633625, 3.993605086038253]]",2.93889446771948,910,347,Ninove,"50.83945938811422, 4.026263271738284",Gare,Eichem,"50.823907949239555, 3.993605086239898",Point darrêt,0
"[[50.85060234685959, 3.600671251569412], [50.85080873986679, 3.600773835977801], [50.85109807822798, 3.601079016813309], [50.85134627140674, 3.601371565020724], [50.85225868263247, 3.602482313924755], [50.85515810741871, 3.60632562966623], [50.85888699689667, 3.611281868371587], [50.86025288111979, 3.613072817985392], [50.86221814940548, 3.615694551895377], [50.864133441532985, 3.618403027886259], [50.8651713271805, 3.619909810972213], [50.86622071122642, 3.621340688833199], [50.8668035931909, 3.621979864226191], [50.86738072254639, 3.622492426476825], [50.867945111506664, 3.622896097608957], [50.868563430102135, 3.623241812798697], [50.86921399240949, 3.623505052609146], [50.86966083345177, 3.62363201157496], [50.869858976383675, 3.623675538137973], [50.871000895022995, 3.623822543985241]]",2.83846913578377,939,348,Audenarde,"50.85060234546347, 3.600671251771689",Gare,Eine,"50.87100089362744, 3.623822544187481",Point darrêt,0
"[[50.871000895022995, 3.623822543985241], [50.87117363011095, 3.623839773834808], [50.87179924830103, 3.623902249833531], [50.87406269495939, 3.624128605876962], [50.87459945994599, 3.624190938384587], [50.87499085982308, 3.624254084557315], [50.87542763293701, 3.624347631522719], [50.875861550112425, 3.624463497181117], [50.87607668273004, 3.624530084333628], [50.87654768999875, 3.624697542982114], [50.87706455502513, 3.624916214195652], [50.878087981499625, 3.625458742400986], [50.87871754978417, 3.625857745572897], [50.88033111033024, 3.626940859616338], [50.88080162831101, 3.62732343893135], [50.88128810779742, 3.627792458344651], [50.88186759262659, 3.628462311508355], [50.882417109454764, 3.629227723085512], [50.88290483958735, 3.630039811694389], [50.88335521721542, 3.630938764826184], [50.8838704231031, 3.63221338865984], [50.8854119952228, 3.636555507213171], [50.88582149321462, 3.637632640893556], [50.886147755400344, 3.638365877573885], [50.8865818634691, 3.639196011254631], [50.88713570896407, 3.640076676205397], [50.88741497972499, 3.640461125610662], [50.887723162411305, 3.640847334815705], [50.88800920900824, 3.641172280434531], [50.88862375449696, 3.641775051536297], [50.88926301910699, 3.642283367115026], [50.8897175461736, 3.64258006662068], [50.89013703013315, 3.64281017262289], [50.89056443165845, 3.643003410796612], [50.89122623657866, 3.643224801517448], [50.89202522149873, 3.643394546946037], [50.898478033274046, 3.644557721007773], [50.9006289422579, 3.644946614627756], [50.90453633468478, 3.6456627660889], [50.90648514696356, 3.646058467730485], [50.90670913842229, 3.646089501892116], [50.907245481531525, 3.6461427477108], [50.90911962391627, 3.646473939714823]]",4.80271084601572,1272,348,Zingem,"50.909119622521686, 3.646473939917027",Gare,Eine,"50.87100089362744, 3.623822544187481",Point darrêt,0
"[[50.930582049355856, 3.639434052959724], [50.93091861678865, 3.639331310658933], [50.93203607349144, 3.638880351370897], [50.93393048777924, 3.638056790483905], [50.95635560978412, 3.628890291412493], [50.9577959521557, 3.628442926071853], [50.95920009082425, 3.628164067045274], [50.96156491571629, 3.627889375856963]]",3.54602621727027,434,351,Gavere-Asper,"50.93058204796167, 3.63943405316194",Gare,Eke-Nazareth,"50.9615649143227, 3.627889376059195",Point darrêt,0
"[[50.96156491571629, 3.627889375856963], [50.96201549399689, 3.627839141458972], [50.962832137585046, 3.627778632559765], [50.96354336763219, 3.627787973670939], [50.964294526966604, 3.627864019297396], [50.964977416385835, 3.627991112889601], [50.96571697025542, 3.628194404315572], [50.96641342358315, 3.628448565045198], [50.97780203302926, 3.633604094567105], [50.989108633210016, 3.638740130435232], [50.989362404241994, 3.638866306085568], [50.9896517026156, 3.639024392324671], [50.98993161341929, 3.639193826336532], [50.9901613087028, 3.639345417392753], [50.99057513482119, 3.639648923194588], [50.99107346846416, 3.640069700626094], [50.99180518918581, 3.640799020239798], [50.99257878468378, 3.641693872127252], [50.993035077150516, 3.6422883382202], [50.993621141061, 3.643154373758708], [50.99418476191958, 3.644128752505223], [50.994693358615024, 3.645154359107944], [50.996404899694454, 3.649112098286464], [50.99677221466627, 3.650047376059965], [50.99758726351408, 3.652262703466076], [50.998952524822585, 3.655383901672195]]",4.81092171837891,320,351,De Pinte,"50.99895252342995, 3.655383901874385",Gare,Eke-Nazareth,"50.9615649143227, 3.627889376059195",Point darrêt,0
"[[51.261690357038965, 4.42794672098202], [51.26331654787924, 4.428482099087462], [51.27723574066446, 4.432825280541322]]",1.78417544617447,58,352,Anvers-Noorderdokken,"51.261690355656995, 4.427946721182962",Point darrêt,Ekeren,"51.27723573928284, 4.432825280742256",Point darrêt,0
"[[51.27723574066446, 4.432825280541322], [51.28425277690063, 4.435127633740866], [51.28508475193534, 4.435389764683123], [51.286077188294406, 4.435610499640488], [51.28689824782213, 4.435703640750825], [51.28761144861954, 4.435719225741519], [51.28838454938756, 4.435666309938492], [51.28917041010695, 4.435539732728272], [51.29267549635015, 4.434565179715651]]",1.74372573601558,1084,352,Sint-Mariaburg,"51.292675494968876, 4.434565179916575",Gare,Ekeren,"51.27723573928284, 4.432825280742256",Point darrêt,0
"[[50.69722134520999, 4.047260476616263], [50.698449012436974, 4.043310106472565], [50.69885941364125, 4.041908291688632], [50.699042256589074, 4.041182828401528], [50.699693818822055, 4.03903188692473], [50.69997218334993, 4.038282106370113], [50.70029315459583, 4.037560668794802], [50.700667559233885, 4.036849335274199], [50.7011325610071, 4.036106649121721], [50.70159014182522, 4.035493681758356], [50.702062253031066, 4.034958499852734], [50.702554644274755, 4.034489909596918], [50.71622769811203, 4.023164003494549], [50.71723533288013, 4.022284330577165], [50.71810514222974, 4.021409584439577], [50.72369800894415, 4.014372844199129]]",3.85929022620632,559,360,Herne,"50.7236980075481, 4.014372844400746",Point darrêt,Enghien,"50.69722134381361, 4.047260476817828",Gare,0
"[[50.69722134520999, 4.047260476616263], [50.69832445151589, 4.04357695563573], [50.69847428197431, 4.043076083571381], [50.698581913763114, 4.042699377650051], [50.6987620318348, 4.042008345704891], [50.69883700734352, 4.041676984902642], [50.69892604059534, 4.041215252813869], [50.69897372445982, 4.040880075228738], [50.699042023460855, 4.040181405394752], [50.699064251715455, 4.039565153631948], [50.699051343526186, 4.038923172031795], [50.698975515664, 4.038015163009071], [50.698615278424406, 4.034779258341915], [50.698480216498055, 4.033871704375901], [50.69836277267403, 4.033276598540734], [50.69811272022567, 4.032290160577128], [50.69646007913525, 4.026742280780251], [50.696204770268245, 4.025734274885309], [50.69601185109276, 4.024842291727025], [50.69591483592638, 4.024332813709669], [50.6957933509598, 4.023606481623871], [50.695689190075406, 4.022869021846556], [50.69565605291018, 4.022600100180846], [50.69557806004124, 4.021877498001436], [50.695508069531634, 4.021007822084156], [50.69548310791904, 4.020582259544286], [50.69544994733547, 4.019695334188765], [50.69544051818563, 4.019094800893663], [50.695439784897154, 4.018626447056307], [50.69544993177659, 4.017794741522203], [50.69549388381905, 4.015372895050329], [50.695618940377216, 4.007503663227873], [50.69557889136633, 4.006310999332061], [50.69548158635736, 4.005328256831334], [50.69534003113938, 4.004443026342331], [50.69510769141261, 4.00342036107113], [50.694888118456475, 4.002674030515544], [50.69465643272145, 4.002022913975297], [50.694452781019514, 4.001528762945664], [50.694368302169146, 4.001338967249054], [50.693948738508894, 4.000488928412494], [50.68478128636995, 3.983330032926073], [50.67492254630052, 3.964876041683516], [50.67426071126944, 3.963513761099118], [50.663205398063035, 3.937245875917736]]",9.098335852784931,121,360,Silly,"50.66320539666523, 3.937245876119478",Point darrêt,Enghien,"50.69722134381361, 4.047260476817828",Gare,0
"[[50.7330602566498, 4.239823954453463], [50.733030957888836, 4.239538666510399], [50.72959018822067, 4.23534401682958], [50.729056955181, 4.234630099343687], [50.72867081918495, 4.234019316640153], [50.7283103712547, 4.233352523971777], [50.72799773328894, 4.23267540636734], [50.727714166760805, 4.231953952835807], [50.7275069251946, 4.23131450518538], [50.727365346174054, 4.230747813265503], [50.72724826888004, 4.230072915729497], [50.72719074486007, 4.22951157803711], [50.727165255364156, 4.228827280127244], [50.72718156976874, 4.228222598497983], [50.72728445453626, 4.227208053456799], [50.72744088282833, 4.22635671793448], [50.732626483227214, 4.203592075910847], [50.732873352243004, 4.202197583743847], [50.73296695054176, 4.201322346900014], [50.733009773605666, 4.200495023595272], [50.73300406875278, 4.199465098604846], [50.73295068976561, 4.198608088793451], [50.73285269954359, 4.197771285705014], [50.732659844471264, 4.196677594002122], [50.730263482111276, 4.185393189855922], [50.7300058236776, 4.184295895175612], [50.72976377271, 4.183439270880225], [50.72928931598373, 4.182093283086727], [50.72883580412589, 4.181065217912459], [50.72841023086947, 4.180254403612833], [50.72800515020006, 4.179583954196027], [50.72761024434586, 4.179009433166634], [50.72711766899388, 4.178384255852412], [50.7216320884929, 4.172321419971228], [50.71672654550743, 4.166948632139125], [50.71589944317801, 4.166014769608533], [50.71523904475147, 4.165155622893262], [50.71480069510524, 4.164480536368272], [50.71435701313395, 4.163688598596655], [50.71393083017765, 4.162805129836062], [50.710513713150604, 4.154976048512058], [50.70271632678909, 4.1370925757459], [50.70223307113789, 4.135932884940556], [50.70184549002349, 4.134902765400274], [50.70144038004746, 4.1336536201175], [50.70116483397327, 4.132666293231613], [50.70087065682212, 4.131427811204561], [50.700662014697045, 4.130370739622995], [50.70046382904647, 4.129134134261901], [50.69982963448626, 4.123524179502439], [50.699656250168864, 4.122145943747391], [50.699425442089016, 4.120764409636564], [50.69908483151578, 4.119268105024079], [50.69864457679718, 4.117784948595173], [50.6981233522092, 4.116386755467584], [50.697591301619646, 4.115186460683493], [50.69608899762898, 4.112006099375989], [50.69548250045733, 4.110536043097389], [50.695072740246424, 4.10935530866528], [50.69477227572975, 4.108352257989316], [50.694393804656904, 4.106841184395403], [50.69415386494227, 4.105657582769748], [50.69392109063279, 4.104188619994682], [50.693732434910686, 4.102421282636409], [50.6936422884194, 4.100696073060884], [50.69362774959052, 4.098865845347952], [50.69373034035187, 4.073644782228773], [50.69377463678731, 4.072406436594902], [50.693911856391814, 4.070594572015235], [50.69503251515107, 4.058160971918232], [50.69506881475002, 4.057019582823397], [50.695092252679764, 4.05556045314304], [50.69518001825634, 4.054612342707578], [50.69529326560067, 4.053916139346862], [50.69722134520999, 4.047260476616264]]",15.5764354466686,504,360,Hal,"50.73306025525547, 4.239823954654708",Gare,Enghien,"50.69722134381361, 4.047260476817828",Gare,0
"[[50.58266006063994, 5.402218863560579], [50.58229410504206, 5.401107897040371], [50.58166177983354, 5.399339533473746], [50.581092704617205, 5.397878877869601], [50.58051581741056, 5.396501682672673], [50.57971195940113, 5.394723863598682], [50.578761496419574, 5.392800666308515], [50.577638195420775, 5.390744328641313], [50.57416240699196, 5.384650718825665], [50.57338987543518, 5.38311664411481], [50.57266792919539, 5.381439344085247], [50.572006912233604, 5.379726735789063], [50.57190883954576, 5.379497993919579], [50.57163601799086, 5.378909651702299], [50.571364306744215, 5.378381458050627], [50.57111251034947, 5.377922291033832], [50.57070475795625, 5.377184107363981], [50.57052158665912, 5.376829089474688], [50.57044422816643, 5.376670854227932], [50.57036782080466, 5.376510024497379], [50.570090822215604, 5.375877110089552], [50.569912072870785, 5.375416044622445], [50.56975006375224, 5.374953147492391], [50.56962643744872, 5.374566333071638], [50.56944686693663, 5.373960420048813], [50.56927038435783, 5.373345368548568], [50.56856715494415, 5.370885085150932], [50.56741713850801, 5.366845895531496], [50.56690247826472, 5.364823422844383], [50.5664097085931, 5.362552217354115], [50.56570427171396, 5.359048274973139], [50.56476706047568, 5.355297158507145], [50.564460934580346, 5.354196084652967], [50.56414809601853, 5.353228490938307], [50.563545584481105, 5.351672473850914], [50.56257535151839, 5.349398016344671], [50.5622539681746, 5.348426152670037], [50.56173180620556, 5.346534080744053], [50.56142182186889, 5.345567077304482], [50.56006192466978, 5.341756709029712], [50.559476396642154, 5.340302242108618], [50.55872321161098, 5.338670131963864], [50.55713597461282, 5.335407872969641], [50.55667873798899, 5.33458488035478], [50.554248597433784, 5.331294580631758]]",6.00020141703953,530,361,Haute-Flône,"50.55424859604318, 5.331294580831143",Point darrêt,Engis,"50.5826600592504, 5.402218863759841",Gare,0
"[[50.59463893442038, 5.456315954565168], [50.594400394869254, 5.455626757910639], [50.59393160592073, 5.454068021709272], [50.59334956857712, 5.451908041892652], [50.59175876329763, 5.445515724052824], [50.591549875197714, 5.444515702646802], [50.59119854979587, 5.442521858519306], [50.59093448530556, 5.441384101410398], [50.59058830232841, 5.440277826736446], [50.58987992712358, 5.438351533128229], [50.58957564025759, 5.437198233640725], [50.58938690691154, 5.436026869324618], [50.58787564780505, 5.424522211608563], [50.58701377694753, 5.418464838449626], [50.58671935068199, 5.416828330139953], [50.58626631765528, 5.414844446121207], [50.58266006063994, 5.402218863560586]]",4.07660302793387,402,361,Flémalle-Haute,"50.59463893303145, 5.456315954764333",Gare,Engis,"50.5826600592504, 5.402218863759841",Gare,0
"[[50.95840721352074, 4.457499467095007], [50.95846601818525, 4.457657975739051], [50.96177839257424, 4.460077041082745], [50.969496968829624, 4.465871796455316], [50.975868109242754, 4.470710365932246], [50.97733620103432, 4.471961622049897], [50.97789081565468, 4.47248855849883], [50.97854323763567, 4.473244939711337], [50.979012843812434, 4.473896347440089], [50.97950952285809, 4.474711688084635], [50.97995051178531, 4.475572414229055], [50.988539649222346, 4.498451705048014]]",4.5987329060991895,574,363,Hofstade,"50.988539647835054, 4.498451705248836",Point darrêt,Eppegem,"50.95840721213253, 4.457499467295893",Point darrêt,0
"[[50.95840721352074, 4.457499467095003], [50.95852628754135, 4.457483367034597], [50.97074303082523, 4.466648884305432], [50.97251246025119, 4.46782392058669], [50.977243209834526, 4.471087335301693]]",2.317992142068,1224,363,Weerde,"50.9772432084468, 4.471087335502559",Point darrêt,Eppegem,"50.95840721213253, 4.457499467295893",Point darrêt,0
"[[50.92414359820823, 4.432813750239993], [50.92423790451168, 4.432755245201959], [50.924809166127496, 4.433152001857723], [50.925544555094426, 4.433604039407149], [50.92682908684847, 4.434237431816418], [50.92779954179023, 4.43476821317627], [50.92934235379319, 4.435749610493953], [50.93143185191254, 4.437172206721842], [50.95840721352074, 4.457499467095003]]",4.19576877038589,1192,363,Vilvorde,"50.924143596819164, 4.432813750440927",Gare,Eppegem,"50.95840721213253, 4.457499467295893",Point darrêt,0
"[[50.530554529567226, 3.910613222217874], [50.53038616484477, 3.91051815470092], [50.52989001171488, 3.90971199243521], [50.52922703595746, 3.9087461998042], [50.52842188030551, 3.907714822318368], [50.527601748857194, 3.906774877886964], [50.52586568677442, 3.905000882447363], [50.50976817221184, 3.890027446079085], [50.50922564793008, 3.889535108243189], [50.50884140129045, 3.889204342229067], [50.50830697387147, 3.888775674029001], [50.5078636253228, 3.888447711073653]]",2.98065681042941,628,364,Jurbise,"50.5305545281665, 3.910613222419653",Gare,Erbisoeul,"50.50786362392144, 3.888447711275467",Point darrêt,0
"[[50.5078636253228, 3.888447711073653], [50.507741316820805, 3.888361790505085], [50.50719694358554, 3.888000621225381], [50.50671958859017, 3.8877147667492], [50.50568583405054, 3.887193430122808], [50.50457855400507, 3.886774432877791], [50.50345057446762, 3.88649191043742], [50.50232856903604, 3.886349740524595], [50.50117023025948, 3.886345947147355], [50.5000385370382, 3.886480795942646], [50.49918018832374, 3.886676420421943], [50.49832642648602, 3.886953550705393], [50.497518481522434, 3.887293811337731], [50.497243560008165, 3.887428201338055], [50.49670879253344, 3.887717847932824], [50.496198164456295, 3.888029512683424], [50.49517252783793, 3.888768650513342], [50.49422889072076, 3.889598115672212], [50.4933468620418, 3.890522552154629], [50.49247790312286, 3.891599736376841], [50.49204074673106, 3.892215642294419], [50.491523437201245, 3.893018652421128], [50.49098744821381, 3.893949443977492], [50.490626605399285, 3.89464527038324], [50.49028341837936, 3.895366332264029], [50.489872423458365, 3.896319573924746], [50.48966196580974, 3.896854158416127], [50.489293069543955, 3.897882985523404], [50.489050393374754, 3.898648627342845], [50.48882959814519, 3.899428301445025], [50.4885838627062, 3.900427267116204], [50.488356169947494, 3.901533497591664], [50.488248206301755, 3.902131011707541], [50.48752350993855, 3.90639438934079]]",3.03184537688916,462,364,Ghlin,"50.48752350853692, 3.906394389542581",Gare,Erbisoeul,"50.50786362392144, 3.888447711275467",Point darrêt,0
"[[50.891621170603955, 4.071431566061722], [50.89197247530865, 4.071302665427591], [50.89339227659318, 4.068757351466677], [50.89445884612115, 4.066882421622215], [50.895530274001366, 4.065142623351353], [50.896045412658395, 4.064341376315491], [50.89672843022083, 4.06349055122629], [50.89754098479957, 4.062698390469583], [50.898067135408134, 4.062226400148521], [50.899018655563445, 4.061445612059821], [50.91929248249657, 4.055478044299814]]",3.39220447147905,318,365,Denderleeuw,"50.8916211692118, 4.071431566263247",Gare,Erembodegem,"50.91929248110489, 4.055478044501364",Point darrêt,0
