Geo_Shape,Distance,Departure_PTCAR_ID,Arrival_PTCAR_ID,Departure_Name_FR,Departure_Geo_Point,Departure_Classement_FR,Arrival_Name_FR,Arrival_Geo_Point,Arrival_Classement_FR,disabled
"[[50.793586213518765, 4.360429545901712], [50.791152452582345, 4.353315954855611], [50.790620293516085, 4.351828598895881], [50.79015891825494, 4.350703394357209], [50.78960654931312, 4.349530382989253], [50.78901399595272, 4.348423787417059], [50.788454815393884, 4.347497171576114], [50.786974446723896, 4.345323609674745], [50.78415112982486, 4.341374082674727], [50.78343139833281, 4.340515592967735], [50.78232456527032, 4.339106189714673], [50.78104658848635, 4.337321347308672], [50.78062964305486, 4.336795067311847], [50.780284433545496, 4.336437552789733], [50.77993110372232, 4.336140381509656], [50.779530406857155, 4.335877135101537], [50.779165466695744, 4.335698375165943], [50.77858724736216, 4.335523948184218], [50.7780544596641, 4.335471855507644], [50.77748021491061, 4.335529037780695], [50.77691688003502, 4.335703536474189], [50.77641735037375, 4.335964615797681], [50.77587538437597, 4.336375225028188], [50.77544828413407, 4.336843158313724], [50.77493972253771, 4.337532783643764], [50.77459489630524, 4.338029875953938], [50.77426174842316, 4.338532139792902], [50.77339212483393, 4.339918296891916]]",3.1662736078315,1081,742,Saint-Job,"50.79358621212648, 4.36042954610276",Point darrêt,Linkebeek,"50.77339212344109, 4.339918297092998",Point darrêt,0
"[[50.77339212483393, 4.339918296891916], [50.77273531549814, 4.340965521376903], [50.77196592181954, 4.342310916986048], [50.77137337821523, 4.343624988379638], [50.77111839212633, 4.344312115970206], [50.77074398778921, 4.345532257482223], [50.76966233291356, 4.349551416967671], [50.76929167899947, 4.350667071506666], [50.76890445145072, 4.351625787267695], [50.76859655502002, 4.352284572496369], [50.76826114364083, 4.352922165299884], [50.767923023887576, 4.353495605354469], [50.7675851191631, 4.354011626422738], [50.767015163038835, 4.354770803816819]]",1.28115577821496,578,742,Holleken,"50.76701516164596, 4.35477080401788",Gare,Linkebeek,"50.77339212344109, 4.339918297092998",Point darrêt,0
"[[50.79221449555427, 4.331745965347919], [50.791515099765, 4.332286959498979], [50.79076471506724, 4.332817953949575], [50.790138329434704, 4.333161988571572], [50.789588724540124, 4.333388529818362], [50.78808375666161, 4.333788024895131], [50.7867079680784, 4.334081278356388], [50.78600260870935, 4.334130215802121], [50.78534374471506, 4.334089495481033], [50.78478415397879, 4.333988791278033], [50.783144789841266, 4.333497926258112], [50.78233246941804, 4.333298373167094], [50.781730274117734, 4.333223168997359], [50.781008986720146, 4.33321909448748], [50.78025073650102, 4.333315365965429], [50.77989360096346, 4.333396947210926], [50.779554180328304, 4.333496592535509], [50.77872048877421, 4.333839907068951], [50.77800781514918, 4.334245650052925], [50.7773184510643, 4.334748982561551], [50.77647305656082, 4.335530726262768], [50.775987043633194, 4.336071811370712], [50.7755107087719, 4.336675190559138], [50.7752184701333, 4.33707271760794], [50.77496902233763, 4.337431053185346], [50.77449609543509, 4.338160191115217], [50.77339212483393, 4.339918296891916]]",2.2781844992225904,1167,742,Uccle-Calevoet,"50.79221449416178, 4.331745965549022",Point darrêt,Linkebeek,"50.77339212344109, 4.339918297092998",Point darrêt,0
"[[51.29470102888716, 3.194426918229498], [51.29792181809493, 3.193490429298646], [51.29874387212341, 3.193251384435119], [51.299408311525546, 3.1930702144614], [51.311559612344425, 3.189961042715953], [51.315361298948346, 3.188988066421997], [51.315516978848294, 3.189134716013178], [51.315688047111884, 3.189236416300777], [51.31580505514912, 3.189206197652462], [51.315938382243, 3.18917183584619], [51.31605252300328, 3.189142550185184], [51.31618548916151, 3.189108053714713], [51.31631603882732, 3.189074622390779], [51.31640767521684, 3.189051213975946], [51.316495544233895, 3.189028618161874], [51.31659004928096, 3.189004419643762], [51.31668536314068, 3.18898020053023], [51.316773322002945, 3.188957602169705], [51.316838598227775, 3.188941029518804], [51.316904320939116, 3.188924158613432], [51.31698196910841, 3.188904259942339], [51.317084094422505, 3.188878002978833], [51.317181021596824, 3.188853312117428], [51.31726593343426, 3.188831651187636], [51.31734654154396, 3.188811103393972], [51.31742696848194, 3.188790416673187], [51.31753025919377, 3.188763842771844], [51.3176293374721, 3.188738523115496], [51.317724738249666, 3.188714013813191], [51.317826057523796, 3.18868806334146], [51.3179358030589, 3.188659747413854], [51.3180296817456, 3.188635850171871], [51.3181222095338, 3.188611700179484], [51.31821537210699, 3.188588107799307], [51.31830835065075, 3.188564089638255], [51.318396758718286, 3.188541478310933], [51.31847216718911, 3.188522352398107], [51.318554297265365, 3.188501191141403], [51.31863938729937, 3.188479380957307], [51.31873012764763, 3.188456279818377], [51.31883010021598, 3.188430505820048], [51.31894083562931, 3.188402307024701], [51.319060627802465, 3.18837187010839], [51.319183824985444, 3.188340342521022], [51.31925026506967, 3.188323308268743], [51.319300019517286, 3.188309709606658], [51.319341702895265, 3.188298037027851], [51.319366886090066, 3.188290369191651], [51.319424593168044, 3.188271978264196], [51.31950002574003, 3.188246251983939], [51.319583492237996, 3.188214870609466], [51.31961868076161, 3.188200923857376], [51.321087470271394, 3.187711008546661], [51.32114496640201, 3.187651099959672], [51.32210613188364, 3.187237038073418], [51.3244824906541, 3.186399065066347]]",3.37580338078681,1723,743,Zeebrugge-Strand,"51.32448248926547, 3.186399065269261",Gare,Lissewege,"51.29470102749794, 3.194426918432402",Point darrêt,0
"[[51.29470102888716, 3.194426918229498], [51.29792181809493, 3.193490429298646], [51.29874387212341, 3.193251384435119], [51.299408311525546, 3.1930702144614], [51.311559612344425, 3.189961042715953], [51.315361298948346, 3.188988066421997], [51.315516978848294, 3.189134716013178], [51.315688047111884, 3.189236416300777], [51.31580505514912, 3.189206197652462], [51.315938382243, 3.18917183584619], [51.31605252300328, 3.189142550185184], [51.31618548916151, 3.189108053714713], [51.31631603882732, 3.189074622390779], [51.31640767521684, 3.189051213975946], [51.316495544233895, 3.189028618161874], [51.31659004928096, 3.189004419643762], [51.31668536314068, 3.18898020053023], [51.316773322002945, 3.188957602169705], [51.316838598227775, 3.188941029518804], [51.316904320939116, 3.188924158613432], [51.31698196910841, 3.188904259942339], [51.317084094422505, 3.188878002978833], [51.317181021596824, 3.188853312117428], [51.31726593343426, 3.188831651187636], [51.31734654154396, 3.188811103393972], [51.31742696848194, 3.188790416673187], [51.31753025919377, 3.188763842771844], [51.3176293374721, 3.188738523115496], [51.317724738249666, 3.188714013813191], [51.317826057523796, 3.18868806334146], [51.3179358030589, 3.188659747413854], [51.3180296817456, 3.188635850171871], [51.3181222095338, 3.188611700179484], [51.31821537210699, 3.188588107799307], [51.31830835065075, 3.188564089638255], [51.318396758718286, 3.188541478310933], [51.31847216718911, 3.188522352398107], [51.318554297265365, 3.188501191141403], [51.31863938729937, 3.188479380957307], [51.31873012764763, 3.188456279818377], [51.31883010021598, 3.188430505820048], [51.31894083562931, 3.188402307024701], [51.319060627802465, 3.18837187010839], [51.319183824985444, 3.188340342521022], [51.31925026506967, 3.188323308268743], [51.319300019517286, 3.188309709606658], [51.319341702895265, 3.188298037027851], [51.319366886090066, 3.188290369191651], [51.319424593168044, 3.188271978264196], [51.31950002574003, 3.188246251983939], [51.319583492237996, 3.188214870609466], [51.31961868076161, 3.188200923857376], [51.321087470271394, 3.187711008546661], [51.32114496640201, 3.187651099959672], [51.321374766874875, 3.187700033022521], [51.32196959193717, 3.187613084598782], [51.32254145348176, 3.187689510063956], [51.323068417232136, 3.187878229566822], [51.323565846458536, 3.188169487610783], [51.324163659930996, 3.188681306997374], [51.324585472546566, 3.189169730625806], [51.324863396073646, 3.189565783846946], [51.325146653183424, 3.190047871022904], [51.32537151979045, 3.19050586613961], [51.32556963137081, 3.190985491653368], [51.32579876630886, 3.191676844977945], [51.32600073087423, 3.192513817009018], [51.32659216206747, 3.196840129702206]]",3.99772472835066,1262,743,Zeebrugge-Dorp,"51.32659216067896, 3.196840129905106",Gare,Lissewege,"51.29470102749794, 3.194426918432402",Point darrêt,0
"[[51.29470102888716, 3.194426918229498], [51.294071113115145, 3.194609513885173], [51.29271887267176, 3.194960021742586], [51.289891141451456, 3.195597201388201], [51.28454095006955, 3.196967043934105], [51.281693267355216, 3.197891996190538], [51.28165477943056, 3.197906168615096], [51.281616230912185, 3.197919915942228], [51.28157762364659, 3.197933237514459], [51.28153895948323, 3.197946132694714], [51.28150024027413, 3.197958600866345], [51.28146146787405, 3.197970641433169], [51.28142264414031, 3.197982253819483], [51.2813837709326, 3.197993437470105], [51.27637884397158, 3.199376274735882], [51.276290313366275, 3.199401031774767], [51.2762019728154, 3.199427537549207], [51.27617034041925, 3.199437801962521], [51.27613876653976, 3.199448514559746], [51.276107253674994, 3.199459674492391], [51.27607580431826, 3.199471280876579], [51.2760444209578, 3.199483332793112], [51.27601310607672, 3.199495829287553], [51.27598186215256, 3.199508769370291], [51.275950691657336, 3.199522152016625], [51.27591959705724, 3.19953597616685], [51.27588858081243, 3.199550240726332], [51.27585764537685, 3.199564944565599], [51.27582679319814, 3.199580086520434], [51.275796026717195, 3.199595665391958], [51.27576534836823, 3.199611679946739], [51.27573476057847, 3.199628128916876], [51.27570426576797, 3.199645011000106], [51.27567386634937, 3.199662324859912], [51.27564356472785, 3.199680069125618], [51.27561336330074, 3.199698242392505], [51.27558326445754, 3.199716843221924], [51.27555327057959, 3.199735870141403], [51.27552338403989, 3.199755321644771], [51.275493607202975, 3.199775196192268], [51.27546394242469, 3.199795492210684], [51.27543439205204, 3.199816208093458], [51.275404958422904, 3.199837342200837], [51.275375643866, 3.199858892859976], [51.27534645070053, 3.199880858365088], [51.27531738123619, 3.199903236977576], [51.27528843777284, 3.199926026926169], [51.27525962260032, 3.199949226407061], [51.27523093799837, 3.199972833584059], [51.27520238623643, 3.199996846588723], [51.27517396957332, 3.200021263520515], [51.27514569025726, 3.200046082446955], [51.27511755052555, 3.200071301403767], [51.275089552604484, 3.20009691839504], [51.275061698709095, 3.200122931393376], [51.275033991043045, 3.200149338340069], [51.275006431798374, 3.200176137145249], [51.27497902315546, 3.200203325688061], [51.274951767282666, 3.200230901816824], [51.274924666336375, 3.200258863349206], [51.274897722460594, 3.200287208072397], [51.27487093778697, 3.20031593374328], [51.27484431443455, 3.200345038088617], [51.2748178545096, 3.200374518805217], [51.27479156010541, 3.20040437356013], [51.274765433302264, 3.200434599990826], [51.27473947616713, 3.200465195705378], [51.2747136907535, 3.200496158282664], [51.2746880791014, 3.200527485272541], [51.274662643237015, 3.200559174196061], [51.274637385172625, 3.200591222545643], [51.274612306906455, 3.200623627785286], [51.27458741042253, 3.200656387350772], [51.274562697690456, 3.200689498649864], [51.2745381706653, 3.200722959062505], [51.27451383128745, 3.200756765941034], [51.274489681482436, 3.200790916610395], [51.27446572316078, 3.200825408368346], [51.274441958217885, 3.200860238485673], [51.27441838853382, 3.200895404206408], [51.27439501597319, 3.200930902748045], [51.27437184238507, 3.200966731301757], [51.274348869602726, 3.201002887032629], [51.274326099443556, 3.20103936707987], [51.27430353370894, 3.20107616855705], [51.27428117418406, 3.201113288552317], [51.27425902263777, 3.201150724128635], [51.27423708082252, 3.201188472324022], [51.27421535047417, 3.201226530151768], [51.27419383331174, 3.201264894600687], [51.27417253103749, 3.201303562635344], [51.27415144533668, 3.201342531196302], [51.27413057787736, 3.201381797200363], [51.27410993031035, 3.201421357540814], [51.2740895042691, 3.20146120908766], [51.27406930136948, 3.201501348687889], [51.27404932320976, 3.201541773165715], [51.27402957137038, 3.201582479322821], [51.274010047413896, 3.201623463938625], [51.27399075288486, 3.201664723770524], [51.27397168930964, 3.201706255554162], [51.27395285819629, 3.201748056003672], [51.2739342610346, 3.201790121811952], [51.27391589929571, 3.201832449650917], [51.27389777443222, 3.201875036171768], [51.27387988787797, 3.201917878005251], [51.27386224104792, 3.201960971761926], [51.27384483533812, 3.202004314032438], [51.273827672125456, 3.202047901387781], [51.27381075276772, 3.202091730379578], [51.273794078603366, 3.20213579754034], [51.27377765095147, 3.202180099383755], [51.27376147111157, 3.202224632404952], [51.273745540363635, 3.202269393080785], [51.27372985996789, 3.202314377870115], [51.27371443116477, 3.202359583214021], [51.27369925517487, 3.202405005536312], [51.273684333198716, 3.202450641243486], [51.27366966641673, 3.202496486725213], [51.273655255989176, 3.20254253835459], [51.27364110305602, 3.202588792488414], [51.27362720873685, 3.202635245467465], [51.27361357413085, 3.202681893616814], [51.27360020031657, 3.202728733246095], [51.27358708835198, 3.202775760649807], [51.27357423927439, 3.202822972107602], [51.27356165410019, 3.202870363884585], [51.273549333824974, 3.202917932231604], [51.273537279423365, 3.202965673385546], [51.27352549184894, 3.20301358356964], [51.27351397203418, 3.203061658993751], [51.27350272089043, 3.203109895854679], [51.27349173930765, 3.203158290336467], [51.27348102815457, 3.203206838610691], [51.27347058827856, 3.203255536836774], [51.273460420505465, 3.203304381162282], [51.273450525639625, 3.203353367723231], [51.273440904463754, 3.203402492644397], [51.273431557738995, 3.203451752039613], [51.273422486204716, 3.203501142012083], [51.27341369057851, 3.203550658654692], [51.27340517155619, 3.203600298050306], [51.27339692981165, 3.20365005627209], [51.273388965996894, 3.203699929383816], [51.27338128074188, 3.20374991344017], [51.27337387465455, 3.203800004487073], [51.27336674832081, 3.203850198561986], [51.27335990230436, 3.203900491694222], [51.273353337146794, 3.203950879905269], [51.2733470533674, 3.204001359209095], [51.27334105146331, 3.20405192561247], [51.27333533190932, 3.204102575115274], [51.27332989515784, 3.204153303710823], [51.27332474163897, 3.204204107386179], [51.27331987176037, 3.204254982122468], [51.273315285907294, 3.204305923895197], [51.27331098444249, 3.204356928674578], [51.27330696770624, 3.204407992425838], [51.27330323601632, 3.204459111109546], [51.27329978966788, 3.204510280681926], [51.27329662893357, 3.204561497095182], [51.273293754063396, 3.204612756297811], [51.273291165284824, 3.204664054234929], [51.27328886280259, 3.204715386848593], [51.27328684679887, 3.204766750078118], [51.27328511743313, 3.204818139860391], [51.27328367484218, 3.204869552130216], [51.2732825191401, 3.204920982820602], [51.273281650418355, 3.204972427863112], [51.27328106874567, 3.205023883188173], [51.27328077416802, 3.205075344725399], [51.27328076670872, 3.205126808403911], [51.273281046368396, 3.205178270152661], [51.27328161312487, 3.205229725900757], [51.27328246693337, 3.205281171577776], [51.2732836077263, 3.205332603114098], [51.273285035413416, 3.205384016441214], [51.27328674988183, 3.205435407492055], [51.27328875099589, 3.205486772201319], [51.273291038597286, 3.205538106505784], [51.273293612505036, 3.205589406344626], [51.27329647251562, 3.205640667659751], [51.273299618402696, 3.205691886396108], [51.273303049917445, 3.205743058502014], [51.27330676678844, 3.205794179929471], [51.27331076872159, 3.205845246634485], [51.273315055400396, 3.205896254577391], [51.2733196264857, 3.205947199723168], [51.27332448161593, 3.205998078041759], [51.273329620407, 3.206048885508389], [51.273335042452416, 3.206099618103886], [51.273340747323275, 3.206150271814995], [51.27334673456822, 3.206200842634697], [51.27335300371372, 3.206251326562526], [51.27335955426377, 3.206301719604884], [51.27336638570026, 3.206352017775359], [51.27337349748271, 3.206402217095038], [51.27338088904856, 3.206452313592823], [51.27338855981311, 3.206502303305743], [51.27339650916953, 3.206552182279269], [51.273404736489, 3.206601946567626], [51.27341324112065, 3.206651592234108], [51.273422022391756, 3.206701115351382], [51.27343107960764, 3.206750512001802], [51.27344041205182, 3.206799778277728], [51.27345001898607, 3.206848910281814], [51.27345989965037, 3.206897904127341], [51.2734700532631, 3.206946755938504], [51.27348047902108, 3.206995461850725], [51.27349117609957, 3.207044018010968], [51.27350214365229, 3.207092420578031], [51.27351338081173, 3.20714066572285], [51.273524886688875, 3.207188749628813], [51.27353666037356, 3.207236668492043], [51.273570678485704, 3.207369319783347], [51.2736057207036, 3.207501275969911], [51.27363677656397, 3.207617698818919], [51.27365238130735, 3.207677294885544], [51.2736677203186, 3.207737066056676], [51.273682792824886, 3.207797009320663], [51.273697598066654, 3.207857121657174], [51.2737121352979, 3.207917400037348], [51.273726403786135, 3.20797784142395], [51.27374040281236, 3.208038442771518], [51.27375413167115, 3.208099201026529], [51.27376758967077, 3.208160113127538], [51.27378077613302, 3.208221176005343], [51.27379369039352, 3.208282386583141], [51.27380633180147, 3.208343741776668], [51.27381869971989, 3.208405238494377], [51.27383079352561, 3.208466873637574], [51.273842612609165, 3.208528644100585], [51.273854156375016, 3.208590546770909], [51.27386542424153, 3.208652578529381], [51.27387641564085, 3.208714736250316], [51.2739500582351, 3.209142593823901], [51.274072522897065, 3.209854687451856], [51.274083837619024, 3.209922066601137], [51.27409489493902, 3.209989554293376], [51.27410569444748, 3.210057148028976], [51.27411623574443, 3.210124845304407], [51.274126518439445, 3.2101926436123], [51.27413654215163, 3.210260540441534], [51.274146306509785, 3.210328533277338], [51.274174854247065, 3.210532791165289], [51.27482267370061, 3.213978656576757], [51.27507612041233, 3.21512650428622], [51.27531108412775, 3.215955797079188], [51.27555362472821, 3.216663592084123], [51.27584936503216, 3.217393225816881], [51.27616980127103, 3.218065289226169], [51.27655273010122, 3.218748789986064], [51.27700758478575, 3.219452456097006], [51.28476922991983, 3.23083207775308], [51.28541780799427, 3.231821765673956], [51.286250862821, 3.233202184261575], [51.28707733200319, 3.234699286450453], [51.287937806833895, 3.236417528975854], [51.28876515618356, 3.238256198975344], [51.29325506839357, 3.248786985879714], [51.29363985070303, 3.249548290837518], [51.29405337184887, 3.250240672181765], [51.29445388456144, 3.250812369251945], [51.2948509781755, 3.251303007071257], [51.295266544344145, 3.251746182356014], [51.295743354573744, 3.25217821926553], [51.29637385472907, 3.252641280251829], [51.296816623730564, 3.252900014009534], [51.29730475975848, 3.253127196954265], [51.29798263617263, 3.253347546505819], [51.2986587135862, 3.253462770392266], [51.299385540059944, 3.25347354145184], [51.30006072432445, 3.25337929574392], [51.30079626168925, 3.253159995565905], [51.30141378597973, 3.252875402552434], [51.30208972282233, 3.252450735493423], [51.30269839231516, 3.251956399013522], [51.303571149303586, 3.251051029572456], [51.32238900018854, 3.230265961794987], [51.32311648147938, 3.229629121384631], [51.32373522690195, 3.229211055063867], [51.32439368466325, 3.228875288251391], [51.32508899386678, 3.228632725678168], [51.325546519284494, 3.228532709935759], [51.32624838684065, 3.22846745265019], [51.32694002537825, 3.228506966244193], [51.32764839768166, 3.228650810124497], [51.32815826715297, 3.228815518146904], [51.329094949392264, 3.229262195183264], [51.32956547569498, 3.229561031283479], [51.330014736136896, 3.229896695600275], [51.33061698124054, 3.230432878070303], [51.33108124202744, 3.230922226639535], [51.33159225423799, 3.231553286944846], [51.331889083936, 3.231990497723361], [51.332151472454576, 3.232445271776275], [51.33239571339511, 3.23294354163033], [51.332613003665095, 3.233467226716848], [51.33287962222158, 3.234275482408506], [51.334177499078464, 3.240489638663327]]",12.1229009538366,540,743,Heist,"51.334177497690405, 3.24048963886616",Point darrêt,Lissewege,"51.29470102749794, 3.194426918432402",Point darrêt,0
"[[51.22266043095538, 3.201678747582974], [51.22801161598703, 3.203264138392367], [51.233362375984356, 3.204850814057026], [51.238372860181926, 3.206336392273078], [51.24075666020817, 3.20703332688847], [51.241136406982775, 3.207121283535553], [51.241690035635585, 3.207217332955405], [51.24236847599487, 3.207282424709623], [51.2431302668999, 3.207344869462851], [51.24446102253595, 3.207336644005062], [51.24495798865824, 3.207271200877672], [51.24550197129612, 3.207137268942406], [51.246868652692825, 3.20660391993586], [51.24804646003358, 3.206198287316766], [51.25265039991318, 3.205007114780566], [51.255230933371685, 3.204431056428102], [51.26039759577327, 3.20313655397708], [51.261560811107636, 3.202855523112039], [51.262754818459136, 3.202606843891626], [51.28454095006955, 3.196967043934103], [51.290613637353744, 3.195427683309454], [51.29470102888716, 3.194426918229498]]",8.12386054599448,212,743,Bruges-Saint-Pierre,"51.22266042956464, 3.201678747785866",Point darrêt,Lissewege,"51.29470102749794, 3.194426918432402",Point darrêt,0
"[[50.34631966923858, 4.260948846223764], [50.3464495974193, 4.260417280173955], [50.34669798740562, 4.259148220629448], [50.346791033321836, 4.25823679815373], [50.3468040847804, 4.257260015531566], [50.34672051579897, 4.256226135984246], [50.34654520620602, 4.255254859436884], [50.34628237553671, 4.254292651005263], [50.34597636172427, 4.253491075365572], [50.34559889202707, 4.252758456318566], [50.345148080808244, 4.252095853841276], [50.34258067682276, 4.24902706981787], [50.335713469358325, 4.24097944377013], [50.33421668144576, 4.239093385256765], [50.326284048338906, 4.22961850059376], [50.32555543335533, 4.228694020958793], [50.3250229710609, 4.227871438177149], [50.324532678425996, 4.226909508629389], [50.3241195038186, 4.225864372700023], [50.32378384314828, 4.224730830303788], [50.323277064699916, 4.222396795797606], [50.32206837722377, 4.217012826023312], [50.32086424659956, 4.211513539319487]]",4.77980314847274,412,744,Fontaine-Valmont,"50.32086424519657, 4.21151353952078",Point darrêt,Lobbes,"50.34631966783645, 4.260948846424977",Gare,0
"[[50.34256310728942, 4.288964234932775], [50.342539967710074, 4.288751655877112], [50.34250159842392, 4.287865038158372], [50.34256031201728, 4.286711612102827], [50.34264418878228, 4.286067475537126], [50.34289666279234, 4.284836857820304], [50.3446904282612, 4.277162928485732], [50.34488124932264, 4.276134992078894], [50.34500537857429, 4.275139842764105], [50.34504264550219, 4.274303688673995], [50.34500107124792, 4.273315605351181], [50.344677313279156, 4.269787694915122], [50.34465094467295, 4.268963616980331], [50.34468058560796, 4.268197586330807], [50.34477415402025, 4.267391940652477], [50.34631966923858, 4.260948846223771]]",2.0753576163042498,1139,744,Thuin,"50.34256310588739, 4.288964235133943",Point darrêt,Lobbes,"50.34631966783645, 4.260948846424977",Gare,0
"[[50.483141103888876, 4.544831466361379], [50.479220800795794, 4.541097985915823], [50.47751783617167, 4.539415630566195], [50.47695358399875, 4.538819545797383], [50.476579738670374, 4.538349123576515], [50.47642718070811, 4.538129218838209], [50.47605414504855, 4.537502218803692], [50.47580276581221, 4.536984352684283], [50.47551116969509, 4.536268340433661], [50.4747568819177, 4.534206081213138], [50.46873532675747, 4.516907295916967], [50.4680139578562, 4.514953429475866], [50.46732233151761, 4.513345869385473], [50.46336855275796, 4.504844943980771], [50.46283038339824, 4.503779740727651], [50.46225906661991, 4.502760663637954], [50.461617221452705, 4.501733454776817], [50.460900023980436, 4.500710288028475], [50.46014314121779, 4.499752530580284], [50.45928604944748, 4.498798611523139], [50.44083640586796, 4.479289181624162], [50.440121006669926, 4.478482476221854], [50.439438941411545, 4.477643423827699], [50.438838692205934, 4.476841395113285], [50.43827648432738, 4.476020117388217], [50.43795061033474, 4.475508030245187], [50.437657253881106, 4.475023262201779], [50.437341209615326, 4.474473273770688], [50.43679544799027, 4.47344192293498], [50.436141314331195, 4.472042188787288], [50.435381155915344, 4.470247778782418], [50.43241893769997, 4.463036457517552]]",8.269628470184351,404,747,Fleurus,"50.483141102491444, 4.54483146656212",Gare,Lodelinsart,"50.43241893630097, 4.46303645771843",Point darrêt,0
"[[50.43241893769997, 4.463036457517552], [50.43218514075465, 4.462441256723603], [50.43111365572167, 4.459532918708314], [50.42964028827365, 4.45566642108826], [50.42932362134059, 4.454924749380226], [50.428940404459304, 4.454145106960505], [50.42759766079362, 4.451673479293728], [50.427093609729326, 4.450616287441506], [50.42506928414058, 4.446171752153238], [50.42463306995686, 4.445285940228635], [50.4241536229444, 4.444458872308604], [50.42359853997692, 4.443664701079801], [50.423120698968404, 4.443065772207883], [50.422631785089855, 4.442519426184441], [50.42204151310031, 4.441961289071388], [50.42161098665177, 4.441634393731316], [50.42093411312617, 4.441218488738269], [50.42029487506384, 4.440901241458197], [50.419705436071595, 4.440666326948456], [50.418415868328225, 4.440441044418296], [50.41665277535693, 4.440438354852736], [50.41220705285437, 4.437641137969656]]",3.06253802443037,258,747,Charleroi-Ouest,"50.41220705145477, 4.437641138170576",Gare,Lodelinsart,"50.43241893630097, 4.46303645771843",Point darrêt,0
"[[51.1070280724398, 3.985383235145278], [51.107027455246765, 3.985242834860664], [51.10503017205658, 3.980674456446454], [51.10466233284072, 3.979672770070198], [51.10433274889555, 3.978539853443064], [51.10412725428395, 3.977613085465261], [51.09928611145854, 3.949802962733679], [51.087172443782855, 3.879980395685934]]",7.73170875151176,130,748,Beervelde,"51.08717244239358, 3.879980395887767",Gare,Lokeren,"51.107028071051644, 3.985383235346945",Gare,0
"[[51.143500701126385, 4.068856389093754], [51.14329639323966, 4.068312176137182], [51.142550681010384, 4.066439050458486], [51.13088208754528, 4.039722094309188], [51.11462768295057, 4.002471055520876], [51.11283117406875, 3.99844855031612], [51.1070280724398, 3.985383235145278]]",7.1164345671951,1073,748,Sinaai,"51.14350069973955, 4.068856389295283",Point darrêt,Lokeren,"51.107028071051644, 3.985383235346945",Gare,0
"[[51.073037159646034, 4.042379417228101], [51.07445452939872, 4.039171169278817], [51.08323816980185, 4.018765166111562], [51.08483461268771, 4.01507054838022], [51.09444357913267, 3.992585449857849], [51.095257296779195, 3.990739510082481], [51.09642373328901, 3.988216277380537], [51.09936909397602, 3.981359513699405], [51.099685984253796, 3.980766350795617], [51.10008941777502, 3.980209009589498], [51.100512216361835, 3.979787125711644], [51.10104058215147, 3.979431600089773], [51.10141333086351, 3.979275096213357], [51.10186905464402, 3.97917543593979], [51.10265126515496, 3.979146870559049], [51.103280766750494, 3.979258494480562], [51.10376155987249, 3.979455952717549], [51.104147079191165, 3.979724381648462], [51.10447477219623, 3.980052904976358], [51.10474752840767, 3.980418297179134], [51.10506576628238, 3.98096136356805], [51.105265095896904, 3.981358927665867], [51.10605537832532, 3.983179870463327], [51.1070280724398, 3.985383235145276]]",6.28603967017478,1265,748,Zele,"51.073037158257506, 4.042379417429672",Gare,Lokeren,"51.107028071051644, 3.985383235346945",Gare,0
"[[51.211527124043826, 5.310537299130095], [51.211602006056665, 5.3116806618002], [51.21175365565121, 5.315204033814296], [51.215549622947385, 5.423126886234479]]",7.88020701392755,1666,750,Overpelt,"51.215549621570986, 5.423126886433697",Point darrêt,Lommel,"51.211527122666595, 5.310537299329511",Point darrêt,0
"[[51.19069542549062, 5.11499187335634], [51.19094150165421, 5.115882838302248], [51.19245315576996, 5.125271666181665], [51.19269482959874, 5.126980145067358], [51.19290359125608, 5.128707703931424], [51.203334035499275, 5.230042476276252], [51.204947001662255, 5.245949995002285], [51.21001662276784, 5.295583186668358], [51.21047452031044, 5.299784831263912], [51.211527124043826, 5.310537299130095]]",13.8677493611185,840,750,Mol,"51.19069542411164, 5.114991873556098",Gare,Lommel,"51.211527122666595, 5.310537299329511",Point darrêt,0
"[[51.00941362761384, 4.296896133799573], [51.00882658731497, 4.30120336359261], [51.008646994055596, 4.302982607483965], [51.008542068181725, 4.305509207668601], [51.010827123385425, 4.358811372849264]]",4.36313296194644,634,751,Kapelle-op-den-Bos,"51.01082712199768, 4.358811373050316",Point darrêt,Londerzeel,"51.00941362622565, 4.296896134000722",Gare,0
"[[51.01428356975298, 4.231399792037534], [51.01211026134991, 4.275874349669783], [51.011958828940344, 4.27800757532274], [51.00941362761383, 4.296896133799565]]",4.63667129087943,781,751,Malderen,"51.0142835683645, 4.231399792238794",Point darrêt,Londerzeel,"51.00941362622565, 4.296896134000722",Gare,0
